comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
39643,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1435111,"If the Payment Request dialog is too tall, vertically scroll the inner contents of the summary view",if the payment request dialog is too tall  vertically scroll the inner contents of the summary view,0,M
11882,115041,support %u in mailcap helpers,support  u in mailcap helpers,1535749,Load new tab pocket article images closer to when they might be shown,load new tab pocket article images closer to when they might be shown,0,M
31207,106074,Helper App Management,helper app management,137339,want way to hand URL to helper apps without downloading whole document first (for streaming),want way to hand url to helper apps without downloading whole document first  for streaming ,0,M
23924,106074,Helper App Management,helper app management,674238,Simplify favicons INSERT query,simplify favicons insert query,0,M
14562,106074,Helper App Management,helper app management,1525487,"Clicking a search alias offer result should fill the alias in the input, not visit the engine's site",clicking a search alias offer result should fill the alias in the input  not visit the engine s site,0,M
27999,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1356555,[UX] about:license content and design update, ux  about license content and design update,0,M
45632,115041,support %u in mailcap helpers,support  u in mailcap helpers,1543121,Add buttons for toggling FxA message,add buttons for toggling fxa message,0,M
35695,106074,Helper App Management,helper app management,926877,Windows uninstaller should offer to Reset Firefox,windows uninstaller should offer to reset firefox,0,M
54215,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1505319,Remove --cfr-notification-header-image and --cfr-notification-footer-star variables,remove   cfr notification header image and   cfr notification footer star variables,0,M
8495,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1521538,Update license for Reselect in Activity Stream,update license for reselect in activity stream,0,M
7781,191000,[RFE] allow users to override mime type for gz and other suffixes, rfe  allow users to override mime type for gz and other suffixes,1510321,Stop creating a list of nodes in the DOM for builtin areas in CustomizableUI,stop creating a list of nodes in the dom for builtin areas in customizableui,0,M
16827,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1369291,add l10n support for onboarding overlay,add l10n support for onboarding overlay,0,M
31523,115041,support %u in mailcap helpers,support  u in mailcap helpers,1498645,Refactor ASR RichText into its own component,refactor asr richtext into its own component,0,M
55214,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1529659,Update top-level content blocking description and category descriptions to be more generic,update top level content blocking description and category descriptions to be more generic,0,M
22647,106074,Helper App Management,helper app management,411725,Modify theme for keyhole shaped back/forward buttons on Windows,modify theme for keyhole shaped back forward buttons on windows,0,M
41185,115041,support %u in mailcap helpers,support  u in mailcap helpers,1534719,Restrict CFR pin tabs targeting to en-US,restrict cfr pin tabs targeting to en us,0,M
33490,115041,support %u in mailcap helpers,support  u in mailcap helpers,1424377,Add more reflow tests for some tab cases,add more reflow tests for some tab cases,0,M
1771,106074,Helper App Management,helper app management,1358293,"[ux] error: connection failure copy,  design and illustration update", ux  error  connection failure copy   design and illustration update,0,M
38846,106074,Helper App Management,helper app management,1521888,"add padding between ds-list-item-text and the image to the right, as per spec",add padding between ds list item text and the image to the right  as per spec,0,M
25808,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1487456,Pocket personalization V2: convert objects to maps,pocket personalization v2  convert objects to maps,0,M
45265,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1426627,Typing in the urlbar loads 3 sync modules even when sync isn't enabled,typing in the urlbar loads 3 sync modules even when sync isn t enabled,0,M
23039,106074,Helper App Management,helper app management,1413780,Make canvas permission a first-class permission,make canvas permission a first class permission,0,M
27369,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1464126,Implement the rest of simple_snippet template variables in AS Router,implement the rest of simple snippet template variables in as router,0,M
50728,106074,Helper App Management,helper app management,1548504,"Support localized ""Sync"" first run variant",support localized  sync  first run variant,0,M
6755,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1498178,Add in-tree technical documentation for Quantum Bar,add in tree technical documentation for quantum bar,0,M
9564,106074,Helper App Management,helper app management,1368255,Overflow panel code is confused if CustomizableUI.reset() removes items directly from the overflow panel,overflow panel code is confused if customizableui reset   removes items directly from the overflow panel,0,M
2061,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1495546,Localization fails in OnboardingMessageProvider if we've already localized strings before,localization fails in onboardingmessageprovider if we ve already localized strings before,0,M
880,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1472212,Set browser.tabs.remote.separatePrivilegedContentProcess to true by default in Nightly,set browser tabs remote separateprivilegedcontentprocess to true by default in nightly,0,M
8352,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1433177,[Meta] New bookmark sync, meta  new bookmark sync,0,M
51430,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1562277,Pocket New Tab - Revisit spoc dismissal flow,pocket new tab   revisit spoc dismissal flow,0,M
13225,106074,Helper App Management,helper app management,1542868,[meta] Preferences for Discovery Stream in Firefox 68, meta  preferences for discovery stream in firefox 68,0,M
19687,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1392517,Add 2nd header to about:preferences#sync and update button string,add 2nd header to about preferences sync and update button string,0,M
21231,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1482125,Add internal aliases for common search plugins,add internal aliases for common search plugins,0,M
36789,115041,support %u in mailcap helpers,support  u in mailcap helpers,1476616,SessionStore.setTabState should serialize principals,sessionstore settabstate should serialize principals,0,M
27689,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1383009,Add flexible spaces around the URL and search bar by default and replace the bookmarks button with the library one,add flexible spaces around the url and search bar by default and replace the bookmarks button with the library one,0,M
53277,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1511156,windows attribution data is double encoded,windows attribution data is double encoded,0,M
10626,115041,support %u in mailcap helpers,support  u in mailcap helpers,486262,Provide visual indicator as to which tab is causing sound,provide visual indicator as to which tab is causing sound,0,M
53077,106074,Helper App Management,helper app management,1483041,Add snippets targeting for unique domains count,add snippets targeting for unique domains count,0,M
8814,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1400976,Remove dead Tracking Protection strings,remove dead tracking protection strings,0,M
49595,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1458066,Implement ability to move a selection of tabs within the same window through drag and drop,implement ability to move a selection of tabs within the same window through drag and drop,0,M
31756,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1474827,"Move the ""Learn More..."" link of the certificate error pages to the Advanced Panel",move the  learn more     link of the certificate error pages to the advanced panel,0,M
6898,115041,support %u in mailcap helpers,support  u in mailcap helpers,1482484,Too many pinned links causes RangeError: invalid array length,too many pinned links causes rangeerror  invalid array length,0,M
18375,106074,Helper App Management,helper app management,1354119,Add 'Find in Page...' and 'Help' buttons to static hamburger menu,add  find in page     and  help  buttons to static hamburger menu,0,M
19132,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1463114,Clear Site Data dialog should remember checkbox values,clear site data dialog should remember checkbox values,0,M
37658,106074,Helper App Management,helper app management,1523483,Remove duplicate test function test_autocomplete_enabled in test_UrlbarController_unit.js,remove duplicate test function test autocomplete enabled in test urlbarcontroller unit js,0,M
39927,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1358215,Add flag to facilitate early landing of photon-animation work ahead of v57,add flag to facilitate early landing of photon animation work ahead of v57,0,M
47421,106074,Helper App Management,helper app management,1561894,Implement simplified one-off search button design,implement simplified one off search button design,0,M
24159,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1548478,Fluent warnings about missing strings,fluent warnings about missing strings,0,M
29410,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,763890,Add all the old profiles to the same folder when resetting Firefox multiple times,add all the old profiles to the same folder when resetting firefox multiple times,0,M
41463,115041,support %u in mailcap helpers,support  u in mailcap helpers,1459687,move SCSS files for exporting so they can be built by node in-tree,move scss files for exporting so they can be built by node in tree,0,M
26175,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1510470,Disable OS re-auth by default,disable os re auth by default,0,M
53212,106074,Helper App Management,helper app management,1396562,Convert uses of browser.search.widget.inNavBar to use CustomizableUI,convert uses of browser search widget innavbar to use customizableui,0,M
1406,115041,support %u in mailcap helpers,support  u in mailcap helpers,1475684,Make RichOption extend HTMLOptionElement,make richoption extend htmloptionelement,0,M
4886,106074,Helper App Management,helper app management,1514806,Improve full installer file extraction performance on AArch64,improve full installer file extraction performance on aarch64,0,M
20763,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1514352,"Add ""hidden focus"" functionality to URLbar",add  hidden focus  functionality to urlbar,0,M
27609,106074,Helper App Management,helper app management,1522489,[meta] Port remaining urlbar tests to QuantumBar, meta  port remaining urlbar tests to quantumbar,0,M
25237,106074,Helper App Management,helper app management,1547062,Telemetry and branch generation for trailhead first run,telemetry and branch generation for trailhead first run,0,M
19393,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1477313,"Update the ""Advanced"" button label for the certificate error pages",update the  advanced  button label for the certificate error pages,0,M
50791,106074,Helper App Management,helper app management,1485423,Add API calls for CFR addon recommendations,add api calls for cfr addon recommendations,0,M
24845,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1472910,"In a multiselect context, close other tabs should close all except the multi-selected tabs.",in a multiselect context  close other tabs should close all except the multi selected tabs ,0,M
51728,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1517486,[meta][phase-1] Switch builtin search engines to WebExtensions, meta  phase 1  switch builtin search engines to webextensions,0,M
38530,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1478085,Opening an external link should not open the link in a window that is showing a WebPayments dialog,opening an external link should not open the link in a window that is showing a webpayments dialog,0,M
10295,106074,Helper App Management,helper app management,1381368,Should switch to AsyncPrefs.jsm from Preferences.jsm for the Onboarding tour,should switch to asyncprefs jsm from preferences jsm for the onboarding tour,0,M
9275,106074,Helper App Management,helper app management,1511156,windows attribution data is double encoded,windows attribution data is double encoded,0,M
35908,106074,Helper App Management,helper app management,1365133,Updated Preferences re-org according to proposal from May 11th,updated preferences re org according to proposal from may 11th,0,M
41259,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1480542,Implement new overflow menu to permanently be visible,implement new overflow menu to permanently be visible,0,M
4352,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1345315,_handleTabTelemetryEnd can be too expensive, handletabtelemetryend can be too expensive,0,M
30711,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1498645,Refactor ASR RichText into its own component,refactor asr richtext into its own component,0,M
9706,106074,Helper App Management,helper app management,1484698,Rename hasFxAccount to usesFirefoxSync in AS Targeting,rename hasfxaccount to usesfirefoxsync in as targeting,0,M
56279,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1356555,[UX] about:license content and design update, ux  about license content and design update,0,M
51758,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1505311,Stop overriding --toolbarbutton-icon-fill-opacity for Dark and Light themes,stop overriding   toolbarbutton icon fill opacity for dark and light themes,0,M
47002,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1496685,Implement UrlbarController::viewContextChanged,implement urlbarcontroller  viewcontextchanged,0,M
1220,106074,Helper App Management,helper app management,1353586,_saveStateAsync shouldn't pile up on existing jank, savestateasync shouldn t pile up on existing jank,0,M
11264,106074,Helper App Management,helper app management,1421460,The restore icon should be visible at first paint,the restore icon should be visible at first paint,0,M
53267,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1374477,"Photon API for adding, removing, and moving page actions",photon api for adding  removing  and moving page actions,0,M
48038,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1355909,Switching between tabs should use the photon animation design,switching between tabs should use the photon animation design,0,M
13623,106074,Helper App Management,helper app management,1410828,"Add automated test for ""Hover and `Dismiss` Top Sites tile""",add automated test for  hover and  dismiss  top sites tile ,0,M
50556,106074,Helper App Management,helper app management,1405500,[meta] pocket should have local state, meta  pocket should have local state,0,M
56637,191000,[RFE] allow users to override mime type for gz and other suffixes, rfe  allow users to override mime type for gz and other suffixes,1469072,Add infrastructure to move Activity Stream into its own content process,add infrastructure to move activity stream into its own content process,0,M
15069,106074,Helper App Management,helper app management,1550861,Trailhead final uplift,trailhead final uplift,0,M
32200,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1368425,Convert browser/skin/panel-icons.svg to use context paint and avoid filtering to improve performance,convert browser skin panel icons svg to use context paint and avoid filtering to improve performance,0,M
51247,106074,Helper App Management,helper app management,1486648,Implement telemetry policy for AS Router,implement telemetry policy for as router,0,M
9449,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,263942,"Reload button should have middle click support (open same URL in new tab, clone tab)",reload button should have middle click support  open same url in new tab  clone tab ,0,M
5444,106074,Helper App Management,helper app management,1512325,Turn on ASR snippets in beta,turn on asr snippets in beta,0,M
53902,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1545848,[META] Trailhead about:welcome page updates, meta  trailhead about welcome page updates,0,M
22696,191000,[RFE] allow users to override mime type for gz and other suffixes, rfe  allow users to override mime type for gz and other suffixes,1520973,certificate error page doesn't properly handle certificates with no valid names,certificate error page doesn t properly handle certificates with no valid names,0,M
14146,106074,Helper App Management,helper app management,1522909,[Navigation] Add an optional header, navigation  add an optional header,0,M
50546,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1486079,"Insert initial browser dynamically, to make it possible to set initial remoteness and whether it needs to load about:blank",insert initial browser dynamically  to make it possible to set initial remoteness and whether it needs to load about blank,0,M
13014,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1358913,"[ux] error: server not found copy,  design and illustration update", ux  error  server not found copy   design and illustration update,0,M
13895,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1352119,Implement new tab loading/progress indicator animation,implement new tab loading progress indicator animation,0,M
18080,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,468535,"Option to disable page ""tearing"" (3.1b2)",option to disable page  tearing   3 1b2 ,0,M
10654,106074,Helper App Management,helper app management,1514352,"Add ""hidden focus"" functionality to URLbar",add  hidden focus  functionality to urlbar,0,M
14199,106074,Helper App Management,helper app management,1363780,[meta] Photon - shutdown should not feel slow, meta  photon   shutdown should not feel slow,0,M
49705,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1384841,Match the style of the UITour highlights with Photon style guide,match the style of the uitour highlights with photon style guide,0,M
19965,106074,Helper App Management,helper app management,1355588,Prototype new tab opening/closing animations,prototype new tab opening closing animations,0,M
33702,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1523739,Upgrade babel-to-jsm plugins to support new ChromeUtils.import style,upgrade babel to jsm plugins to support new chromeutils import style,0,M
19498,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1495628,Launcher process: Consider --disable-e10s to also disable the launcher process in local builds,launcher process  consider   disable e10s to also disable the launcher process in local builds,0,M
56159,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1474130,Convert content-sessionStore to C++ - stage I,convert content sessionstore to c     stage i,0,M
10476,106074,Helper App Management,helper app management,1461824,Investigate the impact of limiting referrer headers for resources on the tracking protection list,investigate the impact of limiting referrer headers for resources on the tracking protection list,0,M
13837,115041,support %u in mailcap helpers,support  u in mailcap helpers,1492089,Add ASR Snippets EOY Template,add asr snippets eoy template,0,M
7134,106074,Helper App Management,helper app management,1017919,Reset Firefox: Preserve extensions but disable all of them,reset firefox  preserve extensions but disable all of them,0,M
45699,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1457988,XPCOMUtils.defineLazyProxy (was: lazy listeners for the content process),xpcomutils definelazyproxy  was  lazy listeners for the content process ,0,M
25511,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1496476,"""uncaught exception: Unrecognized urlbar event: TabSelect"" when opening a tab", uncaught exception  unrecognized urlbar event  tabselect  when opening a tab,0,M
46752,106074,Helper App Management,helper app management,1484035,Document/get review on targeting required for CFR,document get review on targeting required for cfr,0,M
43660,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1382894,Toolbar animations such as the 'Save to Pocket' and 'Stop / Reload' do not work properly outside of the nav-bar,toolbar animations such as the  save to pocket  and  stop   reload  do not work properly outside of the nav bar,0,M
37778,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1572556,pref for DS 69 mitigation strategy,pref for ds 69 mitigation strategy,0,M
21638,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1442296,Adapt input and button styling inside popups to look better with themes,adapt input and button styling inside popups to look better with themes,0,M
31519,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1356271,add a test to measure how many layout flushes it takes for a simple location bar search,add a test to measure how many layout flushes it takes for a simple location bar search,0,M
21154,115041,support %u in mailcap helpers,support  u in mailcap helpers,1452388,PageThumbs spends an appreciable amount of time on the main thread,pagethumbs spends an appreciable amount of time on the main thread,0,M
45313,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,46407,The current URL cannot be querried by another app,the current url cannot be querried by another app,0,M
45770,115041,support %u in mailcap helpers,support  u in mailcap helpers,1472212,Set browser.tabs.remote.separatePrivilegedContentProcess to true by default in Nightly,set browser tabs remote separateprivilegedcontentprocess to true by default in nightly,0,M
38968,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1500445,Add compatibility tests for 57 snippets,add compatibility tests for 57 snippets,0,M
53,106074,Helper App Management,helper app management,1466971,"Add Blob images, Jexl targets and bug fixes to Activity Stream",add blob images  jexl targets and bug fixes to activity stream,0,M
12473,106074,Helper App Management,helper app management,1557840,[CFR] Recommendation Request: Social Tracking Protection, cfr  recommendation request  social tracking protection,0,M
14892,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1410398,"Add automated test for ""Top Stories - Context menu - Open in a New Private Window""",add automated test for  top stories   context menu   open in a new private window ,0,M
31557,106074,Helper App Management,helper app management,1573930,Concerns around pref structure for 69 Discovery Stream launch,concerns around pref structure for 69 discovery stream launch,0,M
54770,115041,support %u in mailcap helpers,support  u in mailcap helpers,1348223,Organize site data (persistent storage) better in Page Info,organize site data  persistent storage  better in page info,0,M
56473,106074,Helper App Management,helper app management,1361287,Show automigration description on the activity stream page,show automigration description on the activity stream page,0,M
13901,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1439832,"Add automated test for ""Bookmarks can be opened from the Bookmarks Menu""",add automated test for  bookmarks can be opened from the bookmarks menu ,0,M
14835,106074,Helper App Management,helper app management,1442203,[meta] Improve cert error pages, meta  improve cert error pages,0,M
22396,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1365647,Ensure that the height of panel views does not shrink smaller that of the main view,ensure that the height of panel views does not shrink smaller that of the main view,0,M
16808,106074,Helper App Management,helper app management,1537736,Use HomePage.get()/set() more consistently,use homepage get   set   more consistently,0,M
15575,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1493845,Launcher process: Disable cross-process DLL blocklist in ASAN builds,launcher process  disable cross process dll blocklist in asan builds,0,M
3506,115041,support %u in mailcap helpers,support  u in mailcap helpers,1382179,[pocket website/service issue] Update pocket list intro text and icon on their website, pocket website service issue  update pocket list intro text and icon on their website,0,M
11951,115041,support %u in mailcap helpers,support  u in mailcap helpers,982323,Breakdown:  Avoid shifting the page when toolbars appear or disappear,breakdown   avoid shifting the page when toolbars appear or disappear,0,M
9348,191000,[RFE] allow users to override mime type for gz and other suffixes, rfe  allow users to override mime type for gz and other suffixes,1349689,Remove old preferences fork (in-content-old),remove old preferences fork  in content old ,0,M
42426,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1439832,"Add automated test for ""Bookmarks can be opened from the Bookmarks Menu""",add automated test for  bookmarks can be opened from the bookmarks menu ,0,M
47784,191000,[RFE] allow users to override mime type for gz and other suffixes, rfe  allow users to override mime type for gz and other suffixes,125216,FilePicker doesn't support defining a filter via a MIME type,filepicker doesn t support defining a filter via a mime type,0,M
3771,106074,Helper App Management,helper app management,1473601,Investigate caching favicon requests better.,investigate caching favicon requests better ,0,M
36372,106074,Helper App Management,helper app management,1495838,L10N for for survey - Search Shortcuts,l10n for for survey   search shortcuts,0,M
55261.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1483059.0,Add snippets targeting for specific Top URLs,add snippets targeting for specific top urls,1.0,M
49914.0,1442203.0,[meta] Improve cert error pages, meta  improve cert error pages,1437498.0,Gracefully handle recently expired certificates,gracefully handle recently expired certificates,1.0,M
34820.0,1536844.0,[META] Pocket + New Tab 68, meta  pocket   new tab 68,1527500.0,[Context Menu] Implement Save to Pocket and bookmark menu option inside pocket new tab, context menu  implement save to pocket and bookmark menu option inside pocket new tab,1.0,M
45453.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1574227.0,Connect DSTextPromo to Adzerk for content management,connect dstextpromo to adzerk for content management,1.0,M
20709.0,1354078.0,Update toolbar context menu strings and functionality (based on a pref) to move items to/from overflow panel instead of hamburger panel,update toolbar context menu strings and functionality  based on a pref  to move items to from overflow panel instead of hamburger panel,1367097.0,Update overflow panel height when removing items from it,update overflow panel height when removing items from it,1.0,M
31948.0,1515079.0,[meta] Re-Implement Telemetry for QuantumBar, meta  re implement telemetry for quantumbar,1515084.0,Ensure that SEARCH_COUNTS and related telemetry are still working with the QuantumBar,ensure that search counts and related telemetry are still working with the quantumbar,1.0,M
1459.0,1361290.0,[autoimport] Show the information tooltip on the new tab page, autoimport  show the information tooltip on the new tab page,1361287.0,Show automigration description on the activity stream page,show automigration description on the activity stream page,1.0,M
30212.0,1539700.0,[meta] Special FxA Snippet on New Tab, meta  special fxa snippet on new tab,1546768.0,Design fixes for Special FXA snippet,design fixes for special fxa snippet,1.0,M
40824.0,1353725.0,[meta] displaying the awesomebar panel could be smoother, meta  displaying the awesomebar panel could be smoother,1356532.0,Try avoiding layout flushes in autocomplete::_handleOverflow,try avoiding layout flushes in autocomplete   handleoverflow,1.0,M
20249.0,1433133.0,Make Activity Stream the only built in page for Home and New Tab,make activity stream the only built in page for home and new tab,1370930.0,DirectoryLinksProvider is started too early during startup,directorylinksprovider is started too early during startup,1.0,M
5037.0,1541914.0,[META] CFR FxA Bookmark Panel Message Fx 68, meta  cfr fxa bookmark panel message fx 68,1543125.0,Land strings for FxA message,land strings for fxa message,1.0,M
47292.0,1361283.0,[meta] Implement new Automigration UI, meta  implement new automigration ui,1367699.0,skip automigration after autorefresh,skip automigration after autorefresh,1.0,M
41388.0,1565960.0,[meta] Improve the public FxA API, meta  improve the public fxa api,1574052.0,"Consolidate ""user account data"" and ""user profile data""",consolidate  user account data  and  user profile data ,1.0,M
13933.0,1330635.0,[meta] Sessionstore performance tracking, meta  sessionstore performance tracking,1365970.0,Move sessionrestore data collector timer in the content process to idle dispatch,move sessionrestore data collector timer in the content process to idle dispatch,1.0,M
8589.0,1433232.0,Add videos (watched / watch later) to Highlights,add videos  watched   watch later  to highlights,1446395.0,Assign context menus in Highlights on a per card type basis,assign context menus in highlights on a per card type basis,1.0,M
27703.0,1039490.0,Get rid of on the main thread IO from GMPInstallManager when updates are being installed,get rid of on the main thread io from gmpinstallmanager when updates are being installed,1040060.0,Move GMPInstallManager front end code from delayed-startup+delay to final-ui-startup+delay,move gmpinstallmanager front end code from delayed startup delay to final ui startup delay,1.0,M
14140.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1483059.0,Add snippets targeting for specific Top URLs,add snippets targeting for specific top urls,1.0,M
48578.0,1354686.0,[meta] Desktop Onboarding Experience - Tour Overlay Funnelcake, meta  desktop onboarding experience   tour overlay funnelcake,1354709.0,Google Analytics for Tour Overlay Funnelcake,google analytics for tour overlay funnelcake,1.0,M
37043.0,428378.0,"Synced tabs, bookmarks, and history entries don't have a favicon until the user re-visits that page again",synced tabs  bookmarks  and history entries don t have a favicon until the user re visits that page again,675299.0,Preliminary implementation of favicon sync,preliminary implementation of favicon sync,1.0,M
41583.0,1366813.0,Add customizable flexible space item in customize mode,add customizable flexible space item in customize mode,1389577.0,"""Remove from Toolbar"" is scary for spacers", remove from toolbar  is scary for spacers,1.0,M
